family,regime,window,noise,horizon_bin,count,class_accuracy,forecast_success_rate,median_radius_error,median_forecast_nrmse,p90_forecast_nrmse
slow,origin,8,0.001,lt_0.5,62961,0.0,0.0,0.00120247601195,0.60210798696,0.60597512618
slow,origin,8,1e-05,0.5_to_1,55686,0.0,0.0,1.41071063713e-05,0.868027548165,1.06641711982
slow,origin,8,1e-05,1_to_2,28295,0.0,0.0,0.832159963579,0.785562017445,0.859045246469
slow,origin,8,1e-05,lt_0.5,62961,0.0,0.0,1.19859200245e-05,0.601930917487,0.606468087162
slow,origin,8,1e-08,0.5_to_1,55686,0.0,0.0,7.02425596999e-06,0.868045375217,1.06642800309
slow,origin,8,1e-08,1_to_2,28295,0.0,0.0,0.832150796819,0.785562005218,0.859045246468
slow,origin,8,1e-08,lt_0.5,62961,0.0,0.0,1.74531159525e-08,0.601929140779,0.60647586501
slow,origin,16,0,0.5_to_1,62961,0.0,0.0,2.3319546294e-09,0.842151746032,1.04151162787
slow,origin,16,0,1_to_2,55686,0.0,0.0,0.869597355444,0.831358939574,0.998061012676
slow,origin,16,0,ge_2,28295,0.5001236967662132,0.5001236967662132,0.0024610887847,0.019613475404,0.923106902175
slow,origin,16,0.001,0.5_to_1,62961,0.0,0.0,0.000249786101217,0.842198425709,1.04111443241
